,Unnamed: 0,text,ans,translated
171,171,"	4.25*. Аня, Петя и Маша собирают календарики. Всего у них 370 календариков. У Ани с Петей 185 календариков, а у Ани с Машей – 265. У кого календариков больше всех, у кого меньше всех?",неизвестно,"Petya and Masha are collecting calendars. They have 370 calendars in total. Anya and Petya have 185 calendars, and Anya and Masha have 265. Who has the most calendars, who has the least? "
172,172,	4.26*. По двору ходили гуси. У них всего было 22 ноги. Подошли 3 утёнка и 4 козлёнка. Сколько ног гуляет теперь по двору?,животные, Geese were walking around the yard. They had 22 legs in total. 3 ducklings and 4 kids came up. How many feet are walking around the yard now? 
173,173,"	4.27*. Сестра и двое её братьев весят 72 кг. Сестра весит столько, сколько два её брата вместе. Сколько весит сестра?",неизвестно, A sister and her two brothers weigh 72 kg. A sister weighs as much as her two brothers together. How much does your sister weigh?
174,174,"	4.28*. В магазин привезли 4 одинаковые коробки. В одной – апельсины, в другой – яблоки, в третьей – мандарины, а в четвёртой – вишни. В какой коробке наибольшее число плодов?",неизвестно,"4 identical boxes were brought to the store. In one - oranges, in the other - apples, in the third - tangerines, and in the fourth - cherries. Which box contains the most fruits? "
175,175,"	4.30. На Олимпийских играх за игрой российской сборной по волейболу следили 270 болельщиков, за игрой баскетболистов – 350 болельщиков. Сколько болельщиков было на соревнованиях по гимнастике, если всего прибыло 900 болельщиков?",неизвестно," 270 fans watched the Russian volleyball team at the Olympic Games, and 350 fans watched the basketball players. How many fans were there for the gymnastics competition if there were 900 fans in total? "
176,176,	5.1. Карандаш стоит 3 руб. Сколько стоят 9 таких карандашей?,неизвестно, A pencil costs 3 rubles. How much do 9 of these pencils cost?
177,177,	5.2. На 7 платьях по 4 пуговицы. Сколько всего пуговиц на платьях?,неизвестно,7 dresses have 4 buttons. How many buttons are there on the dresses? 
178,178,	5.3. Из 10 м ткани портной сшил 5 одинаковых сарафанов. Сколько ткани пошло на один сарафан?,неизвестно, The tailor made 5 identical sundresses from 10 m of fabric. How much fabric was used for one sundress? 
179,179,	5.4. Гномы принесли 3 ящика с драгоценными камнями. В каждом ящике было по 6 кг драгоценных камней. Сколько всего килограммов драгоценных камней принесли гномы?,неизвестно, Dwarves brought 3 boxes with gems. Each box contained 6 kg of precious stones. How many kilograms of gems did the gnomes bring?
180,180,	5.5. У Буратино 4 монеты по 5 руб. Сколько денег у Буратино?,неизвестно,Buratino has 4 coins of 5 rubles each. How much money does Pinocchio have? 
181,181,	5.6. Машенька посадила 8 рядов яблонь по 5 яблонь в каждом ряду. Сколько яблонь посадила Машенька?,неизвестно," Mashenka planted 8 rows of apple trees, 5 apple trees in each row. How many apple trees did Mashenka plant? "
182,182,	5.7. Мальвина для своих друзей приготовила 5 тарелок с пирожными по 7 на каждой тарелке. Сколько всего пирожных приготовила Мальвина?,неизвестно," For her friends, Malvina prepared 5 plates of cakes, 7 on each plate. How many cakes did Malvina make?"
183,183,	5.8. Для подарков мальчики купили девочкам 6 шоколадок по 7 руб. за кадую шоколадку. Сколько денег понадобилось мальчикам?,неизвестно,"For gifts, the boys bought the girls 6 chocolates for 7 rubles. for a chocolate bar. How much money did the boys need? "
184,184,	5.9. На 2 клумбы рассадили 8 цветов. Сколько цветов на каждой клумбе?,неизвестно, 8 flowers were planted on 2 beds. How many flowers are there in each flower bed? 
185,185,	5.10. Было 6 карандашей. Их раздали поровну трём мальчикам. Сколько карандашей у каждого мальчика?,неизвестно, There were 6 pencils. They were distributed equally to the three boys. How many pencils does each boy have?
186,186,"	5.11. Каждая снежинка имеет 6 лучей. Сколько снежинок рассмотрели ребята, если они насчитали 30 лучей?",неизвестно,Each snowflake has 6 rays. How many snowflakes did the guys consider if they counted 30 rays? 
187,187,	5.12. В трёх стручках 18 горошин. Сколько горошин в каждом стручке?,неизвестно, Three pods contain 18 peas. How many peas are in each pod? 
188,188,	5.13. Каждый из 7 богатырей принёс царевне 3 яблока. Сколько яблок получила царевна?,неизвестно, Each of the 7 heroes brought 3 apples to the princess. How many apples did the princess get?
189,189,	5.14. В книге 48 страниц. Катя читала каждый день по 6 страниц. За сколько дней она прочитает всю книгу?,литература,The book has 48 pages. Katya read 6 pages every day. In how many days will she read the entire book? 
190,190,	5.15. Карандаш стоит 4 руб. Сколько стоят 7 таких карандашей?,неизвестно, A pencil costs 4 rubles. How much do 7 of these pencils cost? 
191,191,	5.16. За 7 ластиков заплатили 21 руб. Сколько стоит один ластик?,неизвестно, We paid 21 rubles for 7 erasers. How much does one eraser cost?
192,192,	5.17. Одно пирожное стоит 5 руб. Заплатили 25 руб. Сколько пирожных купили?,неизвестно,One cake costs 5 rubles. We paid 25 rubles. How many cakes did you buy? 
193,193,	5.18. За 6 воздушных шариков заплатили 18 руб. Сколько стоит один шарик?,неизвестно, We paid 18 rubles for 6 balloons. How much is one ball worth? 
194,194,"	5.19. Один стакан яблочного сока стоит 8 руб. Сколько стаканов сока купили, если заплатили 32 руб.?",неизвестно, One glass of apple juice costs 8 rubles. How many glasses of juice did you buy if you paid 32 rubles?
195,195,	5.20. Петя купил несколько карандашей на 36 руб. по цене 4 руб. за карандаш. Сколько карандашей он купил?,неизвестно,Petya bought several pencils for 36 rubles. at the price of 4 rubles. for a pencil. How many pencils did he buy? 
196,196,	5.21. За 7 ручек заплатили 56 руб. Сколько стоит одна ручка?,неизвестно, 56 rubles were paid for 7 pens. How much does one pen cost? 
197,197,	5.22. Новогодняя открытка стоит 6 руб. Купили 9 открыток. Сколько денег заплатили?,литература, A New Year's card costs 6 rubles. We bought 9 postcards. How much money did you pay?
198,198,	5.23. В каждый стакан с чаем кладут 2 кусочка сахара. В сахарнице 8 кусочков сахара. Хватит ли этого сахара на 6 стаканов с чаем?,неизвестно,2 pieces of sugar are placed in each glass of tea. There are 8 lumps of sugar in the sugar bowl. Will this sugar be enough for 6 glasses of tea? 
199,199,"	5.24*. Хватит ли 8 двухместных парт, чтобы рассадить 20 учеников?",неизвестно, Will 8 double desks be enough to seat 20 students? 
200,200,	5.25. От мотка проволоки отрезали 5 раз по 6 м. Сколько метров проволоки отрезали?,неизвестно," The wire was cut 5 times, 6 m each. How many meters of wire were cut?"
201,201,	5.26. Орлы выводят одного птенца один раз в 2 года. Сколько орлят выведет орлица за 20 лет?,животные,Eagles hatch one chick once every 2 years. How many eagles will an eagle breed in 20 years? 
202,202,"	5.27. Чтобы получить 1 кг мёда, пчела должна преодолеть путь, равный длине экватора. Сколько килограммов мёда получат 5 пчёл, если каждая сделает над экватором 5 кругов?",животные," To get 1 kg of honey, a bee must cover a path equal to the length of the equator. How many kilograms of honey will 5 bees get if each one makes 5 circles above the equator? "
203,203,	5.28. В 5 клетках по 7 кроликов. Сколько всего кроликов в этих клетках?,животные," In 5 cages, 7 rabbits each. How many rabbits are there in these cages?"
204,204,	5.29. Почтальон разложил 24 письма поровну в 4 ячейки. Сколько писем он положил в каждую ячейку?,неизвестно,The postman divided 24 letters equally into 4 cells. How many letters did he put in each cell? 
205,205,	5.30. На экскурсию приехали 56 туристов. Их разделили на 8 групп. Сколько человек в каждой группе?,неизвестно, 56 tourists came to the excursion. They were divided into 8 groups. How many people are in each group? 
206,206,	5.31. В 10 пакетов разложили поровну 10 кг масла. Сколько килограммов масла положили в каждый пакет?,неизвестно, 10 kg of butter was divided equally into 10 bags. How many kilograms of butter were put in each bag?
207,207,	5.32. У Лены 9 монет по 5 руб. Сколько денег у Лены?,неизвестно,Lena has 9 coins for 5 rubles. How much money does Lena have? 
208,208,	5.33. Купили 10 коробок игрушек по 10 штук в каждой. Сколько всего игрушек купили?,неизвестно, Bought 10 boxes of 10 toys each. How many toys did you buy in total? 
209,209,"	5.34*. Рядом стоят два небольших дома. В одном доме все квартиры трёхкомнатные, их 4. В другом доме комнат столько же, но все квартиры двухкомнатные. Сколько квартир во втором доме?",неизвестно," There are two small houses nearby. In one house all the apartments are three-room, there are four of them. In the other house there are the same number of rooms, but all the apartments are two-room. How many apartments are there in the second building?"
210,210,	5.35. На уроке хореографии 20 детей разделили на пары. Сколько получилось пар?,неизвестно,"In the choreography lesson, 20 children were divided into pairs. How many pairs did it turn out? "
211,211,"	5.36*. Я живу с мамой, папой, братом, сестрой, бабушкой и дедушкой. Перед обедом мама разложила всем на тарелки по 2 помидора. Сколько всего помидоров потребовалось на обед?",неизвестно," Before lunch, Mom put 2 tomatoes on plates for everyone. How many tomatoes did you need for lunch? "
212,212,"	5.37*. Каждые понедельник, среду и пятницу папа покупает по одной газете с кроссвордами. Сколько газет с кроссвордами папа купит за 8 недель?",неизвестно," Dad buys one crossword newspaper every Monday, Wednesday and Friday. How many crossword newspapers will dad buy in 8 weeks?"
213,213,"	5.38*. Сестра разложила на тарелки 12 пирожков себе, брату и двум его друзьям. По сколько пирожков получилось на каждой тарелке?",неизвестно,"My sister put 12 cakes on plates for herself, my brother, and two of his friends. How many pies are there on each plate? "
214,214,"	5.39*. У Милы несколько конфет. Мама дала ей ещё 3 конфеты. Мила раздала все конфеты 5 девочкам так, что каждой досталось по 2 конфеты. Сколько конфет было у Милы сначала?",неизвестно, Mila has some chocolates. Mom gave her 3 more candies. Mila distributed all the candies to 5 girls so that each got 2 candies. How many sweets did Mila have first? 
215,215,"	5.40*. Число яблок в корзине двузначное. Яблоки можно разделить поровну между 2, 3, 5, 6 ребятами. Сколько яблок в корзине?",неизвестно," The number of apples in the basket is two-digit. Apples can be divided equally between 2, 3, 5, 6 guys. How many apples are in the basket?"
216,216,	5.53. Прочитай и реши задачу. Выбери правильный ответ.,неизвестно,Read and solve the problem. Choose the correct answer. 
217,217,	5.54. Прочитай и реши задачу. Выбери правильный ответ.,неизвестно, Read and solve the problem. Choose the correct answer. 
218,218,	5.55. Прочитай и реши задачу. Выбери правильный ответ.,неизвестно, Read and solve the problem. Choose the correct answer.
219,219,"	6.1. В тетради 10 листов. Ира исписала 5 листов и 3 вырвала. На сколько больше листов Ира исписала, чем вырвала?",неизвестно,There are 10 sheets in a notebook. Ira filled in 5 sheets and pulled out 3. How many more sheets did Ira fill in than she ripped out? 
220,220,"	6.2. Купили 39 тетрадей. Из них 18 тетрадей в клетку, а остальные в линейку. На сколько больше купили тетрадей в линейку, чем в клетку?",неизвестно," We bought 39 notebooks. Of these, 18 notebooks are in a cage, and the rest are in a line. How many more ruled notebooks have you bought than squared notebooks? "
221,221,"	6.3. В первый день испекли 26 буханок хлеба, во второй – 24. Осталось испечь 27 буханок. На сколько больше испечённого хлеба, чем неиспечённого?",неизвестно," 26 loaves of bread were baked on the first day, 24 loaves on the second. There were 27 loaves left to bake. How much more baked bread than unbaked?"
222,222,"	6.4. У Алисы 16 резиновых игрушек, мягких игрушек на 6 больше, а пластмассовых на 20 меньше, чем резиновых и мягких вместе. На сколько больше у Алисы мягких игрушек, чем пластмассовых?",неизвестно,"Alice has 16 rubber toys, 6 more stuffed toys, and 20 less plastic toys than rubber and soft together. How many more soft toys does Alice have than plastic ones? "
223,223,"	6.5. Золушка на платьях сестёр вышила 19 красных цветов, зелёных – на 14 больше, а жёлтых – столько, сколько красных и зелёных вместе. На сколько меньше Золушка вышила зелёных цветов, чем жёлтых?",неизвестно," Cinderella embroidered 19 red flowers on the sisters' dresses, green - 14 more, and yellow - as many as red and green together. How much less did Cinderella embroider green flowers than yellow ones? "
224,224,"	6.6. В шкафу было 100 книг: 38 книг – детская художественная литература, остальные книги научно-познавательные. На сколько меньше было детских книг, чем научно-познавательных?",неизвестно," There were 100 books in the closet: 38 books - children's fiction, the rest of the books are scientific and educational. How many fewer children's books were there than scientific and educational ones?"
225,225,"	6.7. У Миши 24 руб., у Толи 46 руб., а у Лены столько денег, сколько у обоих мальчиков вместе. На сколько рублей у Лены больше, чем у каждого мальчика?",неизвестно,"Misha has 24 rubles, Tolya has 46 rubles, and Lena has as much money as both boys have together. How many rubles does Lena have more than each boy? "
226,226,"	6.8. У Сони была коллекция кактусов, состоящая из 62 экземпляров. В кабинет биологии она принесла 34 кактуса. На сколько кактусов у неё осталось меньше, чем она отдала?",неизвестно, Sonya had a collection of 62 cacti. She brought 34 cactus to the biology room. How many less cacti does she have left than she gave? 
227,227,"	6.9. В поезде едут 100 пассажиров. В первом вагоне 38 пассажиров, во втором на 2 пассажира меньше, чем в первом. На сколько меньше пассажиров едет в третьем вагоне, чем во втором?",неизвестно," There are 100 passengers on the train. There are 38 passengers in the first carriage, in the second there are 2 fewer passengers than in the first one. How many fewer passengers travel in the third car than in the second?"
228,228,"	6.10. Верхний предел громкости звука, который человек может переносить без вреда для здоровья, составляет 50 децибел (единица измерения интенсивности звука). На сколько превышает этот порог грохот отбойного молотка (105 децибел), шум проезжающего автомобиля (90 децибел), громкий разговор (75 децибел)?",неизвестно,"The upper limit on the volume of sound that a person can tolerate without harm to health is 50 decibels (a unit for measuring sound intensity). How much does a jackhammer rumble (105 decibels), the noise of a passing car (90 decibels), or a loud conversation (75 decibels) exceed this threshold? "
229,229,"	6.11. Когда из одного бидона взяли 8 л молока, а из второго – 5 л, то в этих бидонах осталось молока поровну. В каком бидоне молока было больше и на сколько?",неизвестно," When 8 liters of milk was taken from one can, and 5 liters from the second, there was equal amount of milk left in these cans. Which canister contained more milk and how much? "
230,230,"	6.12. По центральной части Кировской области с севера на юг тянется возвышенность Вятский увал со средней высотой 175 м. С востока, от верховьев реки Вятки, на север проходит Вятско-Камская возвышенность со средней высотой 210 м. Какая возвышенность выше и на сколько?",неизвестно," In the central part of the Kirov region, the Vyatsky Uval with an average height of 175 m stretches from north to south. From the east, from the headwaters of the Vyatka River, to the north, there is the Vyatka-Kama Upland with an average height of 210 m. What is higher and how much?"
231,231,"	6.13. В скелете новорождённого ребёнка около 270 костей, а в скелете взрослого человека всего 206 костей. На сколько костей в скелете взрослого человека меньше, чем у новорождённого?",неизвестно,"The skeleton of a newborn child has about 270 bones, while the skeleton of an adult has only 206 bones. How many bones are smaller in the skeleton of an adult than a newborn? "
232,232,"	6.14. Рост самого высоко мужчины составляет 256 см, а рост самой высокой женщины – 232 см. На сколько сантиметров мужчина выше женщины?",неизвестно," The tallest man is 256 cm, and the tallest woman is 232 cm. How many centimeters is the man taller than the woman? "
233,233,"	6.15. На продажу вырастили 270 гладиолусов, а для озеленения города – в 3 раза меньше. На сколько больше вырастили гладиолусов для продажи, чем для озеленения?",неизвестно," 270 gladioli were grown for sale, and 3 times less for landscaping the city. How many more gladioli were grown for sale than for landscaping?"
234,234,"	6.16. Бутылка с маслом весит 470 г, пустая бутылка – 150 г. На сколько больше весит масло, чем бутылка?",неизвестно,"A bottle of oil weighs 470 g, an empty bottle weighs 150 g. How much more oil weighs than a bottle? "
235,235,"	6.17. В первый день разложили в коробки 260 ластиков, во второй – 240. Осталось 270 штук. На сколько больше упакованных ластиков, чем неупакованных?",неизвестно," On the first day we put 260 erasers in boxes, on the second - 240. Remaining 270 pieces. How many more packaged erasers than unpackaged erasers? "
236,236,	6.18. Посадили 9 рядов чёрной смородины по 8 кустов в каждом и 4 ряда красной смородины по 9 кустов. На сколько больше посадили кустов чёрной смородины?,неизвестно, We planted 9 rows of black currants with 8 bushes each and 4 rows of red currants with 9 bushes. How many more black currant bushes were planted?
237,237,"	6.19. В одном вагоне трамвая ехали 27 пассажиров, во втором – 19. Во второй вагон на остановке вошли 11 пассажиров. В каком вагоне пассажиров больше и на сколько?",неизвестно,"In one car of the tram there were 27 passengers, in the second - 19. 11 passengers entered the second car at the stop. Which carriage has more passengers and how many? "
238,238,"	6.20. Вес 8 ящиков с абрикосами 40 кг, а вес 5 ящиков с персиками 60 кг. На сколько килограммов легче ящик с абрикосами?",неизвестно," The weight of 8 boxes of apricots is 40 kg, and the weight of 5 boxes of peaches is 60 kg. How many kilograms is lighter than a box of apricots? "
239,239,"	6.21. Кристине 18 лет, а Артёму в 3 раза меньше. На сколько лет Артём моложе Кристины?",неизвестно," Kristina is 18 years old, and Artyom is 3 times younger. How many years is Artyom younger than Christina?"
240,240,"	6.22. Спортивная шапка стоит 210 руб., а перчатки в 3 раза дешевле. На сколько рублей спортивная шапка дороже перчаток?",неизвестно,"A sports hat costs 210 rubles, and gloves are 3 times cheaper. How much is a sports hat more expensive than gloves? "
241,241,	6.23. Сначала в московском метро было 13 станций. Сейчас их 177. На сколько больше станций стало в современном метро?,неизвестно," At first, the Moscow metro had 13 stations. Now there are 177 of them. How many more stations are there in the modern metro? "
242,242,"	6.24*. На зиму заготовили 8 банок огурцов и 12 банок помидоров. На сколько килограммов больше заготовили помидоров, если масса одной банки 4 кг?",неизвестно, We have prepared 8 cans of cucumbers and 12 cans of tomatoes for the winter. How many kilograms more tomatoes were harvested if the mass of one can is 4 kg?
243,243,"	6.25*. Володя прополол 19 грядок капусты, Оксана – на 13 грядок больше, а Сёма – на 28 грядок меньше, чем Володя и Оксана вместе. На сколько меньше грядок капусты прополол Володя, чем Оксана и Сёма вместе?",неизвестно,"Volodya weeded 19 cabbage beds, Oksana - 13 more beds, and Syoma - 28 fewer beds than Volodya and Oksana together. How many fewer cabbage beds did Volodya weed than Oksana and Syoma together? "
244,244,"	6.26*. На заводе 810и л яблочного сока разлили по 6 л в каждую банку, а 336 л томатного сока – по 4 л в каждую банку. На сколько банок яблочного сока получилось больше, чем томатного?",неизвестно," At the factory, 810 liters of apple juice was poured into 6 liters in each can, and 336 liters of tomato juice - 4 liters in each can. How many cans of apple juice are there more than tomato ones? "
245,245,"	6.27*. Наташа вырастила 120 штук овощей: из них 56 штук репы, редьки в 2 раза меньше, чем репы, а остальное – редиска. На сколько редиски меньше, чем репы?",неизвестно," Natasha has grown 120 vegetables: 56 of them are turnips, 2 times less radish than turnips, and the rest is radish. How much less radish than turnips?"
246,246,"	6.31. У ребёнка двух лет 20 зубов, а у взрослого человека 32 зуба. На сколько зубов больше у взрослого человека, чем у ребёнка?",неизвестно,"A two-year-old child has 20 teeth, and an adult has 32 teeth. How many teeth are there more in an adult than in a child? "
247,247,"	7.1. У взрослого человека 6 л крови, а у ребёнка в 2 раза меньше. Сколько литров крови у ребёнка?",неизвестно," An adult has 6 liters of blood, while a child has 2 times less. How many liters of blood does the child have? "
248,248,"	7.2. В одном классе 10 растений, а в другом в 2 раза больше. Сколько растений в другом классе? Сколько растений в двух классах вместе?",неизвестно," There are 10 plants in one class, and twice as many in the other. How many plants are in another class? How many plants are in the two classes together?"
249,249,"	7.3. Кот Матроскин поймал 8 пескарей, кот Леопольд – в 2 раза меньше. Сколько пескарей поймали оба кота?",животные,"The cat Matroskin caught 8 minnows, the cat Leopold - 2 times less. How many minnows did both cats catch? "
250,250,"	7.4. В зоомагазине 9 попугаев, а канареек в 3 раза больше. Сколько всего птиц в зоомагазине?",животные, There are 9 parrots in the pet store and 3 times more canaries. How many birds are there in the pet store? 
251,251,"	7.5. Собака живёт 20 лет, а кролик – в 2 раза меньше. Сколько лет живёт кролик?",животные," A dog lives for 20 years, and a rabbit lives in 2 times less. How many years does a rabbit live?"
252,252,"	7.6. Винни-Пух собрал 9 кг лекарственных трав, а Пятачок – в 4 раза больше. Сколько всего килограммов лекарственных трав они собрали?",неизвестно,"Winnie the Pooh collected 9 kg of medicinal herbs, and Piglet - 4 times more. How many kilograms of medicinal herbs have they collected in total? "
253,253,"	7.7. В огороде 8 видов овощей, а фруктов в 2 раза больше. Сколько всего видов овощей и фруктов в огороде?",неизвестно," There are 8 types of vegetables in the garden, and there are 2 times more fruits. How many types of vegetables and fruits are there in the garden? "
254,254,"	7.8. У Карандаша 10 фломастеров, а цветных мелков в 2 раза больше. Сколько фломастеров и мелков у Карандаша?",неизвестно, The Pencil has 10 markers and 2 times more crayons. How many markers and crayons does the Pencil have?
255,255,"	7.9. Пчела Майя утром облетела 9 цветов, а к вечеру – в 6 раз больше. Сколько всего цветов облетела пчела Майя за целый день?",неизвестно,"Maya the bee flew around 9 flowers in the morning, and in the evening - 6 times more. How many flowers did the Maya bee fly in a whole day? "
256,256,"	7.10. Сколько всего вилок и ложек лежит на столе, если ложек 6, а вилок в 2 раза больше?",неизвестно, How many forks and spoons are on the table if there are 6 spoons and 2 times more forks? 
257,257,	7.11. Самый низкорослый мужчина на Земле имеет рост около 70 см. Его вес в 10 раз меньше роста и измеряется в килограммах. Каков вес этого человека?,неизвестно, The shortest man on Earth is about 70 cm tall. His weight is 10 times less than his height and is measured in kilograms. What is the weight of this person?
258,258,"	7.12*. На столе 6 апельсинов, мандаринов в 2 раза больше, чем апельсинов, а лимонов в 3 раза меньше, чем мандаринов. Сколько всего фруктов на столе?",неизвестно,"There are 6 oranges on the table, tangerines are 2 times more than oranges, and lemons are 3 times less than tangerines. How many fruits are there on the table? "
259,259,"	7.13. Линейка дешевле ручки в 3 раза. Сколько стоят линейка и ручка вместе, если ручка стоит 9 рублей?",неизвестно, A ruler is 3 times cheaper than a pen. How much are a ruler and a pen together if the pen costs 9 rubles? 
260,260,"	7.14. Почтальон доставил 10 телеграмм, а писем – в 7 раз больше. Сколько всего корреспонденции доставил почтальон?",неизвестно," The postman delivered 10 telegrams, and letters - 7 times more. How much mail did the postman deliver?"
261,261,"	7.15. К Новому году в магазине было продано 15 упаковок игрушек, а упаковок с гирляндами – в 3 раза меньше. Сколько упаковок с гирляндами было продано?",неизвестно,"By the New Year, the store sold 15 packs of toys, and packs with garlands - 3 times less. How many boxes of garlands have been sold? "
262,262,"	7.16. Для награждения призёров городской олимпиады купили 9 энциклопедий, а блокнотов – в 4 раза больше. Сколько всего призов купили победителям олимпиады?",неизвестно," 9 encyclopedias were bought to award the winners of the city Olympiad, and 4 times more notebooks. How many prizes did the Olympiad winners buy? "
263,263,"	7.17. В аптеке продали 20 бинтов, а упаковок ваты – в 2 раза меньше. Сколько упаковок ваты продали в аптеке?",неизвестно," The pharmacy sold 20 bandages, and the packs of cotton wool - 2 times less. How many packs of cotton wool were sold at the pharmacy?"
264,264,"	7.18. На школьных соревнованиях один ученик подтянулся 10 раз, а другой – в 3 раза больше. Сколько раз подтянулся второй ученик?",спорт,"At school competitions, one student pulled himself up 10 times, and the other - 3 times more. How many times did the second student pull up? "
265,265,"	7.19. Третьеклассник решил 56 примеров, а первоклассник – в 7 раз меньше. Сколько примеров решил первоклассник?",неизвестно," A third grader solved 56 examples, and a first grader solved 7 times less. How many examples did the first grader solve? "
266,266,"	7.20. Альпинисты6 поднимались в гору 12 ч, а спускались в 3 раза быстрее. Сколько времени ушло на спуск с горы?",неизвестно, How long did it take to descend the mountain?
267,267,"	7.21. Готовясь к соревнованиям, легкоатлет должен пробежать 18 кругов по стадиону. Он пробежал в 3 раза меньше. Сколько кругов ему осталось пробежать?",спорт,"In preparation for the competition, the athlete must run 18 laps in the stadium. He ran 3 times less. How many laps does he have to run? "
268,268,"	7.22. За всё лето мальчики сыграли в баскетбол 32 раза, а девочки – в 2 раза меньше. Сколько раз сыграли в баскетбол девочки?",спорт," Boys have played basketball 32 times over the whole summer, while girls have played 2 times less. How many times have girls played basketball? "
269,269,"	7.23*. От дома до садового участка Василий Петрович шёл 56 мин, а его сосед – в 2 раза дольше. Сколько времени добирался сосед до садового участка?",неизвестно," Vasily Petrovich walked 56 minutes from home to the garden plot, and his neighbor took 2 times longer. How long did it take a neighbor to get to the garden?"
270,270,	7.24. Взрослый карликовый бегемот весит 240 кг. А вес детёныша бегемота обыкновенного в 6 раз меньше. Каков вес детёныша?,животные,An adult pygmy hippopotamus weighs 240 kg. And the weight of a baby hippopotamus is 6 times less. What is the weight of the baby? 
271,271,"	7.25*. Закусочная за день производит 458 пирожков, а чебуреков – в 2 раза меньше. Сколько всего продукции получается за день?",неизвестно," The snack bar produces 458 pies per day, and pasties - 2 times less. How many products are produced per day? "
272,272,"	7.26*. В одной книге 8 страниц. Это в 4 раза меньше, чем в другой книге. Сколько страниц во второй книге?",литература, There are 8 pages in one book. This is 4 times less than in another book. How many pages are there in the second book?
273,273,"	7.27*. В хозяйстве 80 кур. Их в 2 раза больше, чем уток, а уток в 2 раза больше, чем гусей. Сколько в хозяйстве гусей?",животные,"The farm has 80 chickens. There are 2 times more of them than ducks, and 2 times more ducks than geese. How many geese are on the farm? "
274,274,"	7.28*. В Австралии обитает птица лирохвост (её хвост в форме музыкального инструмента – лиры). Длина такого хвоста достигает 80 см, что в 2 раза больше длины тела птицы. Какова общая длина лирохвоста?",животные," In Australia, there is a lyrebird bird (its tail is in the form of a musical instrument - a lyre). The length of such a tail reaches 80 cm, which is 2 times the length of the bird's body. What is the total length of a lyrebird? "
275,275,"	7.29*. У Саши в коллекции пока только 7 ластиков. Если ему подарят ещё 5 ластиков, то у него их станет в 2 раза больше, чем у Вити. Сколько ластиков у Вити?",неизвестно," Sasha has only 7 erasers in his collection so far. If he is given 5 more erasers, then he will have 2 times more of them than Viti. How many erasers does Viti have?"
276,276,"	7.30*. К 1 сентября магазин «Школьные товары» продал 150 портфелей. Это в 5 раз меньше, чем тетрадей. Сколько тетрадей продал магазин?",неизвестно,"By September 1, the School Goods store had sold 150 portfolios. This is 5 times less than notebooks. How many notebooks did the store sell? "
277,277,	7.31*. Жене 8 лет. Он в 4 раза старше Светланы. Сколько лет Светлане?,неизвестно, Zhenya is 8 years old. He is 4 times older than Svetlana. How old is Svetlana? 
278,278,"	7.32*. После дождя Слава увидел 10 земляных червей, это в 2 раза больше, чем увидела Света. Сколько земляных червей увидела Света?",животные," After the rain, Slava saw 10 earthworms, which is 2 times more than she saw Sveta. How many earthworms did Sveta see?"
279,279,"	7.33*. Большая плитка шоколада стоит 30 руб., что в 3 раза дороже маленькой. Сколько стоит маленькая шоколадка?",неизвестно,"A large bar of chocolate costs 30 rubles, which is 3 times more expensive than a small one. How much does a small chocolate bar cost? "
280,280,"	7.34*. Автомобильный завод выпускает 200 легковых автомобилей, что в 4 раза больше, чем спортивных моделей. Сколько всего автомобилей выпускает завод?",неизвестно, How many cars does the plant produce? 
281,281,"	7.35*. В огромном аквариуме помещается 570 л воды, это в 3 раза больше, чем в маленьком. Сколько литров воды помещается в маленьком аквариуме?",неизвестно," A huge aquarium holds 570 liters of water, which is 3 times more than a small one. How many liters of water can a small aquarium hold?"
282,282,"	7.36*. В хозяйстве 138 гусей, что в 3 раза больше, чем кур. Сколько кур в хозяйстве?",животные,"The farm has 138 geese, which is 3 times more than chickens. How many chickens are there on the farm? "
283,283,"	7.37*. Мастер за 1 ч на станке вытачивает 27 деталей, что в 3 раза больше, чем это делает его ученик. Сколько деталей сделают мастер и его ученик за всю смену (8 ч)?",неизвестно," A master grinds 27 parts on a machine in 1 hour, which is 3 times more than his apprentice does. How many parts will the master and his apprentice make during the whole shift (8 hours)? "
284,284,"	7.41. Ива живёт 100 лет, а дуб – в 5 раз дольше. Сколько лет живёт дуб?",неизвестно," Willow lives 100 years, and oak - 5 times longer. How many years does an oak live?"
285,285,"	7.42. Бабушке 48 лет. Внучка Леночка в 8 раз моложе бабушки, а Леночкиной маме в 4 раза больше лет, чем Леночке. Сколько лет маме?",неизвестно,"Grandma is 48 years old. Granddaughter Lenochka is 8 times younger than her grandmother, and Lena's mother is 4 times as old as Lena. How old is mom? "
286,286,"	8.1. Взрослая медицинская пиявка весом 2 г может высосать 10 г крови. Во сколько раз больше пиявка станет весить после обеда, чем до обеда?",животные, An adult medicinal leech weighing 2 g can suck 10 g of blood. How many times more will a leech weigh in the afternoon than before lunch? 
287,287,"	8.2. Посадили 9 кг картофеля, а собрали 54 кг. Во сколько раз больше собрали, чем посадили?",неизвестно, We planted 9 kg of potatoes and harvested 54 kg. How many times more was collected than planted?
288,288,"	8.3. В ящике 5 кг винограда, а в четырёх одинаковых коробках 40 кг. Во сколько раз больше винограда в одной коробке, чем в ящике?",неизвестно,"There are 5 kg of grapes in a box, and 40 kg in four identical boxes. How many times more grapes in one box than in a box? "
