texts,labels
"В 2000 г. был опубликован роман Фредерика Бегбедера «99 франков», рекомендованный к продаже во Франции именно по такой стоимости. Любопытно, что в других странах данная книга выходила под другими названиями, соответствующими настоящему курсу валют. К примеру, «9,99 фунтов» в Великобритании или «999 иен» в Японии.",3
"Интересен факт, что по произведениям Уильяма Шекспира было снято наибольшее количество фильмов. Один только «Гамлет» экранизировался более 20 раз.",3
"В период 1912-1948 гг. медали Олимпийских игр вручались не только спортсменам, но и культурным деятелям. В общей сложности существовало 5 главных номинаций: архитектура, литература, музыка, живопись и скульптура. Однако после 1948 г. сообщество ученых пришло к выводу, что все участники подобных соревнований являлись профессионалами своего дела, зарабатывающие искусством деньги. В результате данные конкурсы были заменены аналогичными выставками.",3
"В Западной Европе и США корешки книг подписывают сверху вниз. Благодаря этому человеку удобнее прочесть название труда, если тот лежит на столе. А вот в Восточной Европе и России корешки, наоборот, подписывают снизу вверх, поскольку именно так легче читать название книг, стоящих на полке.",3
"Булгаков трудился над созданием «Мастера и Маргариты» более десяти лет. Однако далеко не всем известно о скрытой датировке возраста Мастера, о котором в романе говориться как о «человеке примерно лет 38». Именно столько лет было литератору 15 мая 1929 г., когда он собственно и начал писать свой шедевр.master-i-margarita",3
"Знаете ли вы, что все свои книги Вирджиния Вулф писала стоя?",3
"Газета (см. интересные факты о газетах) получила свое название в честь мелкой итальянской монеты – «газетты». Примерно 400 лет назад итальянцы платили одну «газетту», чтобы прочесть ежедневную сводку новостей, которую вывешивали в конкретном месте.",3
"При написании книг литератор Дюма-отец пользовался помощью, так называемых «литературных негров» – людей, пишущих тексты за вознаграждение.",3
"Любопытно, что самым распространенным информационным жанром является заметка? Она сообщает читателям о важном факте или, каком-либо социальном событии.",3
Первые аудиокниги появились в 30-х годах прошлого века. Они рассчитывались на слепую аудиторию или людей с плохим зрением.,3
"Интересен факт, что основанный в 1892 г. журнал «Vogue», очевидно, один из старейших модных изданий в мире. Сегодня он выходит 1 раз в месяц.",3
«Larousse Gastronomique» (1938) – первая в истории масштабная кулинарная энциклопедия. Сегодня этот литературный труд представляет собой живой памятник французской кухне.,3
"В знаменитом романе Льва Толстого «Анна Каренина», главная героиня бросилась под поезд на подмосковной станции Обираловка. В эпоху СССР данный поселок превратился в город под названием Железнодорожный.anna-karenina",3
"Борис Пастернак и Марина Цветаева были близкими друзьями. В начале Великой Отечественной войны (1941-1945), когда Пастернак помогал своей подруге эвакуироваться, он пошутил насчет упаковочной веревки, которая была якобы настолько крепкой, что на ней можно было даже повеситься. В итоге, именно на этой веревке поэтесса свела счеты жизнью в Елабуге.",3
"Один из последних литературных трудов Маркеса «Вспоминая моих грустных шлюх» был издан в 2004 г. Накануне издательства злоумышленникам удалось завладеть рукописями известного писателя и начать подпольно печатать книгу. Чтобы проучить жуликов, литератор изменил финальную часть повести, благодаря чему миллионный тираж был моментально раскуплен поклонниками творчества Маркеса.",3
"Артур Конан Дойл в произведениях о Шерлоке Холмсе подробно описал множество способов поимки правонарушителей, которые потом взяли на вооружение британские следователи. К примеру, полиция начала обращать внимание на окурки, пепел от сигар, а также использовать при осмотре мест преступлений лупу.",3
"Джордж Байрон стал родоначальником такого жанра, как – «мрачный эгоизм».",3
"Американская Библиотека Конгресса является самой крупной библиотекой на планете. В ней хранятся древнейшие документы и литературные труды. Сегодня на полках библиотеки «пылится» около 14,5 млн книг и брошюр, 132 000 томов взятых в переплет газет, 3,3 млн единиц партитур и т.д.",3
"Кубинский литератор Хулиан дель Касаль скончался от смеха. Однажды во время ужина один из его приятелей рассказал анекдот, который стал причиной безудержного смеха поэта. Это привело к расслоению аорты, внутреннему кровотечению и как следствие быстрой смерти.",3
"Знаете ли вы, что Байрон и Лермонтов приходились друг другу дальними родственниками?",3
"При жизни Франц Кафка напечатал всего несколько произведений. Накануне смерти он поручил своему товарищу Максу Броду уничтожить все его творчество. Однако Макс все же ослушался завещания друга и отправил его труды в типографию. В результате, после смерти Кафка стал всемирно известным литератором.",3
"Любопытно, что знаменитый роман Рэя Брэдбери «451 градус по Фаренгейту» впервые был напечатан частями в первых выпусках журнала «Playboy».451-gradusov-po-farengejtu",3
"Ян Флеминг, создавший Джеймса Бонда, был не только литератором, но еще и орнитологом. Именно поэтому Джеймс Бонд, автор орнитологического справочника «Птицы Вест-Индии», дал имя наиболее популярному шпиону современности.",3
"Пожалуй, самой авторитетной газетой в мире является «The New York Times». В будние дни тираж газеты составляет около 1,1 млн экземпляров, тогда как в выходные свыше 1,6 млн.",3
"Известно ли вам, что Марк Твен 29 раз пересекал Атлантический океан? За годы своей жизни он опубликовал 30 книг и свыше 50 000 писем.",3
"Интересен факт, что тот же Марк Твен предпочитал носить исключительно белые костюмы, наряду с белоснежной шляпой и красными носками.",3
"Не так давно американские ученые попытались определить, существует ли взаимосвязь между чтением литературы и продолжительностью жизни. В результате удалось установить, что читающие люди в среднем живут на 2 года больше в отличие от тех, кто мало читает, или не читает вовсе.",3
"«Аргументы и факты», издаваемые с 1978 г., являются крупнейшей еженедельной газетой в России с тиражом свыше 1 млн экземпляров. В 1990 г. газета попала в Книгу рекордов Гиннеса за самый большой тираж в мировой истории – 33 441 100 экз. с количеством читателей более 100 млн!",3
"«Маленький принц» – самое популярное и переводимое французское произведение. Книга была переведена на 250 языков и диалектов, включая язык Брайля для слепых.",3
"Оказывается, о Шерлоке Холмсе писал не только Артур Конан Дойль. После него о легендарном сыщике продолжили писать сотни других литераторов, в числе которых Айзек Азимов, Марк Твен, Стивен Кинг, Борис Акунин и многие другие.",3
"Барон Мюнхгаузен является вполне себе исторической фигурой. В молодости он переехал из Германии в Россию, где изначально трудился пажом, а потом дослужился до чина ротмистра. Вернувшись на родину он начал рассказывать необыкновенные истории о своем пребывании в России: например, въезд в Петербург на волке.",3
"Литератор Сергей Довлатов в последнее десятилетие своей жизни намеренно избегал предложений со словами, начинающимися на одну букву. Таким способом он стремился уберечь себя от пустословия и приучиться к дисциплине.",3
"Д’Артаньян из «Трех мушкетеров», за авторством Дюма-отца (см. интересные факты о Дюма) являлся реальной личностью, которого звали Шарль де Батц де Кастельмор.3-mushketera",3
"За 14 лет до печально известной трагедии «Титаника» Морган Робертсон опубликовал рассказ, в котором фигурировало судно под названием «Титан», схожее с действительными габаритами «Титаника», которое также столкнулось с айсбергом, после чего большая часть пассажиров погибла.",3
"Когда у Бернарда Шоу однажды поинтересовались, какие 5 книг ему бы хотелось взять с собой на необитаемый остров, тот ответил, что взял бы 5 книг с чистыми листами. Любопытно, что в 1974 г. идею литератора воплотило одно американское издательство, выпустив книгу под названием «Книга Ничто» со 192 чистыми листами. Как оказалось, книжка приобрела популярность и была еще неоднократно переиздана.",3
"Цикл литературных трудов о Гарри Поттере, Джоан Роулинг, удалось опубликовать только в 1995 г., спустя 3 года после написания произведения. Это было связано с тем, что ни одна редакция не хотела издавать книжку, так как она по их мнению была обречена на провал.",3
"Британский художник и поэт Данте Россетти в 1862 г. похоронил супругу, положив к ней в гроб свои неизданные произведения. Спустя какое-то время писателю предложили издать его поэмы, однако тому было трудно воспроизвести их в памяти. В результате, литератору пришлось эксгумировать покойную супругу, чтобы заполучить рукописи.",3
"Согласно статистике ЮНЕСКО, Жюль Верн – самый «переводимый» автор в истории литературы. Его работы были переведены и опубликованы на 148 языках.",3
"Джеймс Барри, придумавший Питера Пэна – никогда не взрослеющего мальчика, выдумал своего героя не просто так. Своего персонажа он посвятил своему родному брату, ушедшему из жизни в подростковом возрасте.",3
"4 тома — это еще ничего. По задумке Толстого, роман «Война и мир» должен быть в 2 раза длиннее. А сама эпопея задумывалась не о войне с Наполеоном, а о декабристах. Лев Николаевич хотел написать об истинных причинах восстания, а это, по его мнению, невозможно было сделать без описания войны с Наполеоном. Кстати, главным декабристом должен был стать Пьер Безухов. Намек на это есть в эпилоге, где герой собирается с друзьями обсуждать будущее России. То ли к счастью, то ли нет, но Толстой в итоге оставил эпопею как есть, и дело кончилось 4 томами.",3
"Фамилия главного героя романа «Доктор Живаго» появилась из-за пунктуационной ошибки автора. В детстве Борис Пастернак в строке церковной молитвы «Ты еси воистину Христос, сын Бога живаго» ставил после слов «сын Бога» запятую. Он думал, что «Живаго» — еще одно имя Иисуса. Спустя много лет Пастернак вспомнил эту историю и решил дать главному герою такую фамилию и дополнить символическое значение романа.",3
"Фамилии двух главных романтических героев XIX века, Онегина и Печорина, произошли от названия двух рек — Онеги в Архангельской области и Печоры на Северном Урале.",3
"Романы в XIX веке были вместо сериалов. Они публиковались в журналах по главам, и читатель с нетерпением ждал каждого сюжетного поворота. Так, роман Федора Достоевского «Преступление и наказание» публиковался в журнале «Русский вестник» весь 1866 год. Только после выхода всех «эпизодов» рукопись наконец переходила в книжный формат.",3
"В кино и сериалах мы то и дело встречаем встроенную в сюжет рекламу — продакт-плейсмент. Но подобное явление встречается гораздо раньше — в произведениях Пушкина. Так, в романе «Евгений Онегин» писатель упомянул множество популярных в то время брендов: шляпу боливар («Надев широкий боливар, Онегин едет на бульвар»), часы фирмы Breguet («И там гуляет на просторе, пока недремлющий брегет не прозвонит ему обед»), ресторан Пьера Талона на Невском проспекте («К Talon помчался: он уверен, что там уж ждет его Каверин») и др.",3
"У старухи-процентщицы из «Преступления и наказания» мог быть реальный прототип — тетя Федора Достоевского, купчиха Александра Куманина. Свое богатство после смерти она завещала «на украшение церквей и поминовение души», отказав тем самым осиротевшим детям Михаила Достоевского, родного брата писателя.",3
"Роман Достоевского «Братья Карамазовы» стал популярен за границей из-за Мэрилин Монро. В 1955 году на пресс-конференции она сказала: «Там есть отличный персонаж по имени Грушенька. Настоящая обольстительница. Идеальная роль для меня». Поклонники Мэрилин сразу бросились читать роман. В 1962 году история повторилась — после смерти Монро в прессе обсуждали предпочтения актрисы, в том числе высказывание о «Братьях Карамазовых». На волне популярности пришлось допечатывать 2 дополнительных тиража романа.",3
"Стрекоза в басне Ивана Крылова «Стрекоза и Муравей» на самом деле кузнечик. Оказывается, в начале XIX века словом «стрекоза» называли разных насекомых, в том числе и кузнечика. Только к середине этого же века названия разделили. Зная это, становится понятно, почему Стрекоза в басне поет. Такая характеристика применима только к кузнечику.",3
"Максим Горький написал первый рассказ, потому что знакомый запер его в комнате на ключ. Александр Калюжный, у которого писатель снимал квартиру в Тбилиси, восхищался интересными историями Максима и выпустил его, только когда одна из них оказалась на бумаге. Получившийся рассказ «Макар Чудра» опубликовали в газете «Кавказ» в 1892 году.",3
"Русские писатели были одарены талантом к изучению языков. Тот же Александр Грибоедов владел английским, французским, немецким, итальянским, греческим и читал на латыни. Для дипломатической службы он взялся за арабский, турецкий и персидский. Но и ему было далеко до Николая Чернышевского — автор романа «Что делать?» знал 16 языков и почти все освоил самостоятельно.",3
Писатели Ильф и Петров посвятили «12 стульев» Baлeнтинy Пeтpoвичy Kaтaeвy — это можно прочесть на первой странице романа. Именно Валентин — родной брат Евгения Петрова — познакомил писателей и подарил им идею будущего произведения.,3
"Феминитивы появились в русском языке гораздо раньше, чем мы думаем. Так, слово «актерка» использовал Николай Гоголь в «Мертвых душах» («Был в офицерах и волочился за актерками»), Николай Лесков в «Очарованном страннике» («Я видал, как пляшут актерки в театрах») и Иван Тургенев в «Кларе Милич» («С укоризной промолвил: „Актерка!“»).",3
"Когда в русской классике идет речь о деньгах, нам кажется, что это небольшие суммы. Например, в известном произведении Гоголя — пьесе «Ревизор» — Хлестаков просит у Городничего 200 рублей. Кажется, немного, но в пересчете на нынешние деньги это 200 000 рублей. Учитывая, что после первой взятки Хлестаков разошелся и набрал отступных еще у половины героев пьесы, можно предположить, что из города N он уехал миллионером.",3
"Опальная книга Александра Радищева «Путешествие из Петербурга в Москву» попала в печать по недосмотру цензора. Обер-полицмейстер Никита Рылеев прочел только содержание, увидел в нем названия городов, подумал, что это путеводитель, и не стал смотреть дальше.",3
"Внешность Анны Карениной Лев Толстой позаимствовал у старшей дочери Пушкина — Марии Гартунг. Особенно писателя впечатлили волнистые пряди ее волос. О родстве Марии с великим поэтом Толстой говорил: «Да, теперь я понимаю, откуда у нее эти породистые завитки на затылке!» Этими чертами он наградил свою героиню. Вот как описана внешность Анны в книге: «Заметны были только, украшая ее, эти своевольные короткие колечки курчавых волос, всегда выбивающиеся на затылке и висках».",3
"Грибоедов высоко ценил точку зрения Ивана Андреевича Крылова и попросил баснописца прочесть комедию одним из первых. После прочтения «Горя от ума» Крылов высказал мнение, что за такую работу Александру Сергеевичу грозит путёвка в Сибирь.",3
"Первая прозаическая работа Пушкина интересна уже тем, что представленные в сборнике повести написаны в разных, модных на ту пору, жанрах. «Гробовщик» отсылает читателя к готической прозе, «Станционный смотритель» и «Метель» напоминают сентиментализм, «Барышня-крестьянка» - водевиль, а «Выстрел» выполнен в манере реализма. Отметим, что современники приняли цикл довольно холодно.",3
"Вокруг имени главного героя «Пиковой дамы» построено множество теорий. Одна из них гласит, что «Германн», с двумя «н» на конце, является фамилией персонажа, а имени у него нет совсем. В пользу этого мнения есть несколько доводов — например, все герои «Пиковой дамы» обращаются друг к другу по фамилиям. Однако, в одной из строк повести используется фраза «его звать Германном», которая явно указывает на то, что перед читателями имя.",3
«Капитанская дочка». Иллюстрация А. Серебрякова,3
"Исторический роман «нашего всего» был опубликован всего лишь за месяц до гибели Пушкина. В первом издании «Капитанской дочки» не было указано авторство, рукопись печаталась под видом записок покойного Петра Гринёва.",3
"Николай Васильевич не выдумывал мистическое существо, которое просило поднять ему веки. Вий — это персонаж восточнославянской мифологии, а само слово «вiйка» или «вейка» буквально переводится с украинского и белорусского как «ресница». Однако, по мнению ряда исследователей в сказках славянских народов нельзя найти образ полностью соответствующий гоголевскому.",3
"Сюжетом для создания культовой пьесы послужила история, рассказанная Гоголю его другом, Александром Сергеевичем Пушкиным. В ней автор «Пиковой дамы» поведал украинскому коллеге о реальном случае, произошедшем в городе Устюжна Новгородской губернии.",3
"Прообразом знаменитого гоголевского персонажа послужил весьма реальный человек — предок известного путешественника Николая Миклухо-Маклая, запорожский атаман Охрим Макуха, заместитель гетмана Богдана Хмельницкого. Дело в том, что Николай Васильевич учился вместе с дядей этнографа и потомком того самого атамана. Говорят, что сам Миклухо-Маклай не расставался с книгой «Тарасом Бульбой» Гоголя.",3
"Знаменитая повесть графа Толстого «Утро помещика» никогда не была повестью. Дело в том, что первоначально писатель планировал создать большой роман «Роман русского помещика». Даже когда он упоминал «Утро помещика» в своих записях и переписке, название звучало как имя главы или фрагмента.",3
"До сих пор читатели спорят о том, какой смысл вкладывал Лев Николаевич в слово «мир» в названии своего культового романа. Но в дореформенном русском языке «мир» (покой) и «мир» (Вселенная) писались по-разному - «миръ» и «мiръ», соответственно. При жизни писателя все книги выходили под одним и тем же названием «Война и миръ».",3
"Во втором романе Достоевского есть места, где автор, под маской Ивана Петровича, рассказывает о своей первой большой работе — романе «Бедные люди». Здесь же, в «Униженных и оскорблённых», встречается образ Белинского, критика Б., которые дал хорошую оценку «Бедным людям».",3
Фёдор Михайлович скончался спустя два месяца после публикации «Братьев Карамазовых». Свой последний роман писатель замышлял как первую часть «Истории великого грешника». О второй части до нас дошли лишь некоторые сведения — писатель успел обозначить замысел в некоторых заметках и письмах.,3
"Помните историю города Глупова? Салтыков-Щедрин не просто написал роман о странном русском городе, но и взял за прототипы исторических персон Российской империи. Под именем Василиска Бородавкина спрятан образ Петра I, а Негодяев — это вылитый Павел I. Перехват-Залихватский напоминает Николая I, а Пфейфер Петра III.",3
"Сегодня это кажется чем-то странным, но именно Чехов привнёс в русскую литературу то, что принято называть «потоком сознания». Именно он начал в первую очередь обращаться к потоку мысли своих героев. Только благодаря Чехову мы имеем хоть какое-то представление о сущности, а не действиях, горожан XIX века.",3
"Один из самых известных рассказов Антона Павловича, «Дама с собачкой», был принят критиками с настоящим восторгом, а Владимир Набоков называл его одним из величайших произведений в истории литературы.",3
"А знаете ли вы, что действие большей части произведений Александра Грина, в том числе «Алых парусов», происходит в вымышленной стране, которую литературовед Корнелий Зелинский назвал «Гринландией»? Исследователи даже создали своеобразный путеводитель по удивительному полуострову, который мог бы находиться где-то по южной морской границе Китая.",3
"Как и в других произведениях Булгакова, в повести «Собачье сердце» автор использовал множество прототипов. Так, например, считается, что профессор Преображенский был списан с Владимира Яковлевича Данилевского, физиолога и основателя Органотерапевтического института. А тот самый Калабуховский дом — это доходный дом С.Ф. Кулагина на Пречистенке.",3
"Историю о приключениях моряка, 28 лет прожившего на необитаемом острове, знает каждый первый ребёнок. Но мало кому известно, что в следующей книге «Дальнейшие приключения Робинзона Крузо» персонаж Даниэля Дефо оказывает в России. В романе упомянуты Тюмень, Соликамск, Енисейск, Тобольск и другие.",3
"Знаменитый британец не планировал воскрешать своего легендарного Шерлока Холмса. После того, как великий сыщик погиб в схватке с профессором Мориарти в рассказе «Последнее дело Холмса», на писателя посыпались тысячи упрёков — читатели требовали вернуть полюбившегося персонажа. Возвращению Холмса поспособствовало жалоба самой королевы Виктории. Только благодаря ей на свет появилась история о собаке Баскервилей.",3
"Культовый научно-фантастический роман Герберта Уэллса стал классической работой о путешествиях во времени. Но в 1895 году, в первом издании книги, из романа был удалён фрагмент 14-ой главы. Первые читатели «Машины времени» не знали, что сбежавший в будущее Путешественник встречает странных животных, напоминающих кроликов. Убив одного из этих мелких зверьков, он видит, что это потомок человека.",3
"Когда Маркес только замышлял свой великий роман, он работал пиар-менеджером и редактором. Чтобы взяться за «Сто лет одиночества» ему пришлось уйти с работы и заложить машину, а вырученные деньги отдать жене, чтобы та контролировала расходы. К концу работы колумбиец был вынужден заложить даже миксер и фен, на что супруга ответила: «Не хватало только, чтобы роман оказался плохим».",3
"Его имя вообще неизвестно, а Германн (именно с двумя н) — это фамилия героя, немца по происхождению, которая довольно распространена в Германии. А вот в опере «Пиковая дама» Чайковский убрал одну н, превратив фамилию Германн в имя Герман.",3
"Артур Конан Дойль в рассказах о Шерлоке Холмсе описал многие методы криминалистики, которые были ещё неизвестны полиции. Среди них сбор окурков и сигаретного пепла, идентификация пишущих машинок, разглядывание в лупу следов на месте происшествия. Впоследствии полицейские стали широко использовать эти и другие методы Холмса.",3
"Когда Александр Дюма писал «Трёх мушкетёров» в формате сериала в одной из газет, в контракте с издателем была оговорена построчная оплата рукописи. Для увеличения гонорара Дюма придумал слугу Атоса по имени Гримо, который говорил и отвечал на все вопросы исключительно односложно, в большинстве случаев «да» или «нет». Продолжение книги под названием «Двадцать лет спустя» оплачивалось уже пословно, и Гримо стал чуть более разговорчивым.",3
"Сказка «Мудрец из страны Оз» американского писателя Фрэнка Баума не издавалась на русском языке до 1991 года. В конце 30-х годов Александр Волков, который по образованию был математиком и преподавал эту науку в одном из московских институтов, стал изучать английский язык и для практики решил перевести эту книгу, чтобы пересказать её своим детям. Тем очень понравилось, они стали требовать продолжения, и Волков помимо перевода начал придумывать что-то от себя. Так было положено начало его литературному пути, результатом которого стал «Волшебник изумрудного города» и много других сказок о Волшебной стране.",3
"В оригинальном произведении «Книга джунглей» Багира — это персонаж мужского пола. Русские переводчики поменяли Багире пол. Такая же трансформация произошла с другим персонажем Киплинга: кот стал в русском переводе «Кошкой, которая гуляет сама по себе».",3
"Энтони Бёрджесс вложил в уста героев-подростков выдуманный им жаргон под названием Надсат. Большинство слов надсата имело русское происхождение — например, droog (друг), litso (лицо), viddy (видеть). Переводчики романа на русский язык столкнулись с трудностью, как адекватно передать этот сленг. В одном варианте перевода такие слова были заменены английскими словами, записанными кириллицей (мэн, фэйс и т.д.). В другом варианте слова жаргона были оставлены в исходном виде латинскими буквами.",3
"Джеймс Барри создал образ Питера Пэна — мальчика, который никогда не повзрослеет — не просто так. Этот герой стал посвящением старшему брату автора, который умер за день до 14-летия.",3
"Основой для «Сказки о рыбаке и рыбке» Пушкина послужила сказка братьев Гримм «Рыбак и его жена». Пушкинская старуха оказывается у разбитого корыта после того, как захотела стать владычицей морскою, а её немецкая «коллега» на этом этапе стала Папой Римским. И только после желания стать Господом Богом осталась ни с чем.",3
"В басне Крылова «Стрекоза и муравей» есть строки: «Попрыгунья стрекоза лето красное пропела». Однако известно, что стрекоза не издаёт звуков. Дело в том, что в то время слово «стрекоза» служило обобщённым названием для нескольких видов насекомых. А героем басни на самом деле является кузнечик.",3
"Большинство сказок, известных нам под авторством Шарля Перро, братьев Гримм и других сказочников, возникли в эпоху Средневековья, а их оригинальные сюжеты порой отличаются жестокостью. Например, в сказке о Спящей красавице чужеземный король её не целует, а насилует. Волк съедает не только бабушку, но и полдеревни впридачу, а Красная Шапочка затем заманивает его в яму с кипящей смолой. В сказке о Золушке сёстрам всё-таки удаётся примерить башмачок, для чего одна из них отрубает себе палец, другая — пятку.",3
