texts,labels
"В Финляндии каждый год проходит конкурс мастеров игры на «воздушной гитаре». На сцену выходят люди и делают вид, что играют на невидимой гитаре.",1
"Леонардо да Винчи виртуозно играл на лире. Когда в суде Милана рассматривалось дело Леонардо, он фигурировал там именно как музыкант, а не как художник или изобретатель.",1
"Сольресоль — международный искусственный язык, основанный на названиях семи нот диатонической гаммы. Его изобрёл француз Жан Франсуа Сюдр в 1817 году. На проектирование грамматики, словаря и теории у последователей Жана ушло сорок лет.",1
"Если в помещении, в котором живут пауки, заиграть на скрипке, насекомые тут же выползают из убежищ. Звук заставляет нити паутины колебаться, а для пауков это сигнал о добыче, за которой они сразу вылезают.",1
"Хулио Иглесиас был перспективным футболистом, но, попал автокатастрофу. Три года паралича (руки при этом работали), и привели Хулио к гитаре. Благодаря ей Иглесиас стал известным музыкантом.",1
"Самой популярной свадебной музыкой в США является песня Уитни Хьюстон «I will always lоve Yоu». По странному совпадению обстоятельств, она же – самая популярная похоронная музыка в Великобритании.",1
"Самая низкая пропетая нота – 0,393 Гц, согласно Книге рекордов Гиннесса. Она была воспроизведена Роджером Менисом в 2010 году. Парадокс состоит в том, что человеческое ухо неспособно услышать все, что ниже 18 Гц.",1
"Лео Фендер, изобретатель электрогитар «Телекастер» и «Стратокастер», не умел играть на гитаре вовсе.",1
"Группа «Metallica» после нашумевшего выступления в Антарктиде занесена в Книгу рекордов Гиннеса как первая и единственная группа, выступившая за год на всех семи континентах Земли.",1
"В средние века крыс выводили из городов дудочкой. Существовала даже специальная профессия: дудочник-крысолов. Кстати, когда недавно в одном старинном английском замке состоялся рок-концерт, крысы из замка тоже начисто исчезли.",1
"В 1792 году на премьере оперы «Тайный брак» композитора Чимарозы зрители хлопали так громко, что артисты были вынуждены исполнить на «бис»… всю оперу целиком.",1
"Первая фонограмма появилась еще в конце 19 века: один итальянский композитор возил с собой на выступления фонограф, на котором была записана фортепьянная партия его произведений.",1
"Бартоломео Кристофори ди Франческо – Итальянский мастер-изготовитель клавесинов, которого принято считать изобретателем фортепиано.",1
"Моцарт начал проявлять свои феноменальные музыкальные способности еще в возрасте трех лет, когда он садился за клавесин иподбирал различные созвучия, кроме того он мог повторять на клавесине отдельные места из разных пьес, которые тогда слышал.",1
В Средние века у гитары было всего 4 струны. На ней играли с помощью черепаховой пластины.,1
"Музыка способна оживить поникшие растения. Если рядом с увядающим цветком поставить колонки и включить легкую музыку, то он на глазах оживет, наполнится красками и может даже склониться к источнику музыки.",1
"Музыка предотвращает потерю слуха. Эксперимент показал, что музыканты слышат лучше, чем  те люди, которые никогда не увлекались музыкой.",1
"Музыка лечит сердце, помогает пациентам, которые восстанавливаются после сердечного приступа или операции на сердце. Доказано, что приятная музыка способствует оздоровлению сосудистой системы.",1
Прослушивание музыки во время спортивных тренировок повышает результативность на 20%. Этот эффект можно сравнить с применением допинга.,1
"Музыка делает тебя отзывчивее и добрее. Психологический эксперимент показал, что люди, которые регулярно слушают любимые песни, в 5 раз чаще оказывают помощь и совершают добрые поступки.",1
"Музыка улучшает память и умственные способности. Чем больше слушаешь музыку, тем лучше результат.",1
"Музыка уменьшает боль, активизирует сенсорные пути, которые приглушают болевые ощущения. Музыка помогает снизить тревогу и полностью отвлечься от неприятностей.",1
"Исследователи утверждают, что прослушивание приятной музыки может увеличить вкусовые качества того или иного продукта на 60%.",1
"По словам психологов, музыка не только улучшает настроение, но также помогает добиться поставленных целей и поверить в себя.",1
Прослушивание любимой музыки помогает пережить безответную любовь и настроиться на новые отношения.,1
1.Никто из участников группы «Битлз» не знал нотной грамоты.,1
"2.Наши сердца бьются в такт музыке, которую мы в данный момент слушаем.",1
"3.Лео Фендер, изобретатель электрогитар «Телекастер» и «Стратокастер», не умел играть на гитаре вовсе.",1
"4.Cамый длинный органный концерт в мире начался в 2001 году, а закончится только в 2640 году, то есть через 639 лет.",1
"5.Музыка активирует часть мозга, которая отвечает за удовольствие.",1
"6.Группа «Metallica» после нашумевшего выступления в Антарктиде занесена в Книгу рекордов Гиннеса как первая и единственная группа, выступившая за год на всех семи континентах Земли.",1
7.Британский военно-морской флот распугивает сомалийских пиратов песнями Бритни Спирс.,1
"8.Слушая музыку во время занятий спортом, вы становитесь более выносливыми.",1
"9.Как правило, любимая песня у человека ассоциируется с каким-то эмоциональным моментом в жизни.",1
10.Компания «Warner Brothers» ежегодно зарабатывает около 2 000 000 долларов за авторское право на песню «Happy Birthday».,1
11.Под воздействием музыки цветы растут быстрее.,1
"12.Жанр музыки, который вы слушаете, влияет на ваше мировосприятие.",1
".13.Австралийские ученые заметили, что рок-звёзды умирают молодыми. Действительно, обычно они умирают на 25 лет раньше среднестатистического человека.",1
"14.Коровы дают больше молока, когда слушают спокойную медленную музыку.",1
"До 1990-х годов в Исландии существовал закон, по которому иностранец, желающий принять исландское гражданство, должен принять исландское имя либо изменить своё согласно традициям исландского языка. Но для знаменитостей делались исключения. Когда в Исландию эмигрировал советский дирижёр и пианист Владимир Ашкенази, правительство страны внесло в официальный список разрешённых имён новое — «Владимир Ашкенази».",1
"Австрийский пианист Пауль Витгенштейн потерял правую руку в Первой Мировой войне, однако возобновил концертную карьеру и достиг исключительного мастерства, играя одной левой. Виртуозное владение пианистической техникой позволило Витгенштейну успешно исполнять сочинения, сопоставимые по сложности даже для пианиста с двумя руками.",1
"Каждый раз, прежде чем сесть за стол и приступить к сочинению музыки, Бетховен опускал голову в таз с ледяной водой. Этот прием настолько вошёл у него в привычку, что композитор не мог отказаться от него до конца жизни.",1
Бетховен не умел умножать.,1
"Николай Андреевич Римский-Корсаков на одном из своих уроков объяснял ученикам, что последняя часть симфонии или сонаты должна быть обязательно написана в быстром темпе. — А почему же у Чайковского четвертая часть Шестой симфонии написана в медленном темпе? — спросил М. Ф. Гнесин. Профессор помолчал, потом торжественно произнес: — Исключения возможны, если они гениальны.",1
"Чем замечательна «Пиковая дама»? Пожалуй, наиболее оригинальный ответ на этот вопрос дал в 1911 году рецензент газеты «Волжское слово»: «Опера замечательна тем, что два великих художника, А. С. Пушкин и П. И. Чайковский, пришли к одной мысли — пригвоздить навек к позорному столбу нашу позорную приверженность к картам».",1
"За последние триста лет было предложено около двухсот проектов искусственного языка. Все они, правда, преданы забвению, так как оказались неудачными. Интересен музыкальный язык, называемый «Соль-ре-соль«.",1
"Автором его был француз Жан Франсуа Сюдр, Он обнародовал правила своего языка в 1817 году. Сорок лет его последователя разрабатывали грамматику, словарь и теорию этого языка. В 1868 году в Париже появились сочинения на этом языке.",1
"Корнями слов нового языка послужили семь основных музыкальных нот, они же образовывали и некоторые новые слова: си означало «да», до — «нет», ре — «и», ми — «или», до—ре — «я», до—фа — «он», ре—до — «мой» и т. д.",1
Такую речь можно было бы и сыграть. Но язык этот оказался труднее самого сложного современного языка и также был забыт.,1
"Однажды к директору Миланской консерватории явился юноша и попросил проэкзаменовать его. На вступительном экзамене он играл на рояле, показывал свои сочинения. Через несколько дней он получил ответ: «Оставьте мысль о консерватории и найдите учителя среди городских музыкантов». Это было в 1832 году, а через несколько десятков лет Миланская консерватория добивалась чести носить имя некогда отвергнутого ею музыканта. Это имя — Джузеппе Верди.",1
"Слово «МУЗЫКА» подарили нам древние греки. Музы в древнегреческой мифологии — дочери Зевса, богини, покровительствующие наукам и искусствам. Их девять. Правда, среди них не нашлось ни одной, которая специально занималась бы искусством звуков. Одни считают, что это муза танцев Терпсихора как бы по служебной обязанности должна была покровительствовать музыке, сопровождающей танцы. Другие считают — это было дело Евтерпы, музы лирической поэзии (стихи у древних греков распевались под звуки инструмента) В слове МУЗЫКА и сегодня слышится напоминание о далеких богах и легендах.",1
"Слово «ФОРТЕПИАНО» произошло от названия, данного Кристофори своему инструменту: «piano et forte», что значит «тихо и громко».",1
Термин «РОЯЛЬ» был впервые применен в 1777г.,1
"Слово «КЛАВИША» — от латинского «клавес», что и означает ключ. А причина всему — старинный инструмент орган.На органе каждая клавиша действует вроде ключа: нажатая клавиша открывает доступ воздуха в одну из органных труб — и она издает звук определенной высоты.На очень старых простеньких органах Х века клавиши, чтобы играющий не путался — подписывались буквами латинского алфавита А,В,С и т.д. Запись с клавиш перешла на бумагу.Музыка в далеком прошлом записывалась буквами. А в начале записи ставилась ключевая буква. Со временем сохранились три ключевые буквы: С (звук до), F (звук фа) и G (звук соль) Это сейчас ключи в современных нотах. Вот такой путь от клавиш до ключей.",1
"Предком скрипки, виолончели и других смычковых было семейство ВИОЛ — тоже струнных смычковых инструментов. Основные виды виол — дискантовая виола, альтовая, теноровая и контрабасовая, которую называли — ВИОЛОНЕ. Звук виолы был нежный и слабый. Струн было 6 (иногда 5-7). Виола появилась в 15 веке, а к 18 веку была полностью вытеснена инструментами скрипичного семейства.",1
Понижение строя на полтона в настройке фортепиано приводит к изменению суммарного натяжения струн на 1-2 тонны. À общее натяжение всех струн настроенного пианино составляет 7 тонн (7000 кг).,1
"Слово ВОКЗАЛ в своем происхождении имеет связь с музыкой. Дело в том, что слово это английское и состоит из двух понятий — «вок» — часть слова «вокал» (пение) и слова «зал» (большое помещение для публики). Таким образом, получается, что вокзал — это помещение для пения перед публикой. В русский язык это понятие попало благодаря Павловскому вокзалу (близ Петербурга), служившему одновременно железнодорожной станцией (залом ожидания для пассажиров) и увеселительным местом. Чтобы пассажирам не было скучно в ожидании поезда, в вокзальном зале их развлекали пением.",1
"Рояль имеет большее быстродействие, чем вертикальные фортепиано (напр., спинет, пианино) благодаря механизму репетиции. Он позволяет пианисту повторять ноту, при неполном отпускании клавиши. Вертикальный вариант механики фортепиано требует полного возврата клавиши для повторного действия молоточка.",1
"ÍНазвание духового инструмента ВАЛТОРНА (WALDHORN) в переводе с немецкого означает —«лесной рог». Современная валторна — это свернутая в круг медная (ла тунная) трубка длиной более трех метров, со множеством завитков, с широким раструбом.",1
"название инструмента КЛАРНЕТ происходит от латинского слова «кларус», что значит «ясный», «светлый» и очень выразительный.",1
"Слово ГИТАРА происходит от греческого «кифара» . Первые упоминания о гитаре относятся к 14 веку. Различаются: испанская гитара (6 струн) и русская гитара (7 струн). Есть еще гавайская гитара (6 струн), звук на которой извлекается плектором, или медиатором (гибкой костяной или пластмассовой пластинкой).",1
"слово КОНСЕРВАТОРИЯ происходит от итальянского «консерваторио» — приют и латинского «консерво»— охраняю. Первоначально консерваторией называли в Италии городской приют для сирот, где детей обучали ремеслам (первый приют открыли в Неаполе в 1537 году). В XVII веке в приютах было введено преподавание музыки, которое со временем стало основным занятием воспитанников. Консерватории как высшие музыкальные учебные заведения были открыты в России, в Петербурге (1862г) и в Москве (1866 г), позднее в Саратове (1912 г.) и Одессе (1913 г.).",1
САКСОФОН сконструировал в 1841 году в Париже бельгийский мастер А. Сакс; в честь которого и был назван медный духовой музыкальный инструмент саксофон.,1
"Слово ГАРМОНИЯ греческого происхождения, оно обозначает «стройность», «соразмерность», «созвучность».. Слово «гармония» очень уважаемо у музыкантов. ГАРМОНИУМ — так гордо был назван в начале IX века новый музыкальный инструмент вроде небольшого комнатного органа. Главная его особенность — звучащие металлические язычки,колеблющиеся под напором воздушных струй. Такой же структуры можно назвать и ФИСГАРМОНИЮ -ФИС в переводе с греческого мехи, дутье.Самый маленький вид таких инструментов — это ГАРМОНИКА.Именно от нее пошли знаменитые русские ГАРМОНИ и ГАРМОШКИ.",1
"Трубач, спасший город. Есть в Польше такая легенда. В древние времена на башне крепостной стены города Кракова стоял в дозоре воин. Зорко смотрел он вдаль: не покажется ли враг. В руках он держал медную трубу, чтобы подать сигнал в случае опасности. И вот однажды увидел он вдали вихрь пыли. А через несколько мгновений сомнений уже не было: враги! Дозорный вскинул трубу, и над Краковом зазвучал сигнал тревоги. Тучей посыпались стрелы на башню. Одна из них вонзилась в грудь трубачу. Собрав все силы, он доиграл сигнал.Только на последнем звуке труба выпала из рук…",1
"Многие столетия бережно хранится в народе память о герое, спасшем свой город ценою жизни. И сейчас позывные Кракова — древний боевой сигнал трубы, обрывающийся на последнем звуке.",1
"1.Можно с уверенностью сказать, что на свете нет ни одного человека, которого бы ни разу в жизни не затронула музыка.",1
"2. Музыка действительно влияет на состояние нашего организма. Наше сердце подстраивается под ритм музыки, которую мы слушаем.",1
"3. Наше сознание и музыка взаимно влияют друг на друга. Направление музыки, которое вы предпочитаете, отражает ваше восприятие окружающего мира и себя.",1
4.Прослушивание музыки во время тренировок способно значительно повысить физическую работоспособность. Поэтому надо обязательно брать в тренажёрный зал хорошие наушники.,1
5. Всем известное слово рояль впервые прозвучало в 1777 году.,1
"6. Знаменитый музыкант Боб Марли в когда-то детстве прославился в своей деревне как предсказатель по линиям на руках. Тот же музыкант перед смертью завещал положить в свой склеп: Библию, футбольный мяч, гитару и … марихуану.",1
"7. Хотя, кажется, будто музыка — это просто, и мы часто воспринимаем её как должное, это одна из самых сложных и потрясающих вещей во всей Вселенной.",1
"8.По сути, музыка — это нечто встроенное в физическую систему нашего мира. Она вытекает из тех же законов физики и математики, что упорядочивают наш мир на молекулы и атомы.",1
"9.Столь любимое всеми нами слово музыка пришло к нам из древней Греции. Музы в греческой мифологии, они же дочери Зевса, покровительствовали искусствам и наукам. Но при этом, как ни странно среди них не было той, которая отвечала бы именно за искусство звука.",1
"10. Музыка способна сделать нас счастливее. Музыка вызывает активность в той же части мозга, которая производит «гормон удовольствия» — допамин.",1
"11. Можно написать хорошую музыку, даже не зная нотной грамоты. Ни один из «битлов» не знал музыкальных нот.",1
"12. К сожалению, мы не дождёмся окончания самого продолжительного концерта. Самый длинный концерт за всю историю начался в 2001 году в церкви в немецком городе Хальберштадт — он должен завершиться в 2640 году и продлиться, таким образом, 639 лет.",1
"13. Суровые музыканты не боятся сурового климата. Metallica получила звание первой и единственной группы, которая играла на всех семи континентах. Она оказалась в Книге рекордов Гиннеса после того, как отыграла концерт в Антарктике.",1
"14. NoClue, рэпер из Сиэтла, был занесён в Книгу рекордов Гиннеса как самый быстрый рэпер в мире — он способен прочитать 723 слова за 51,27 секунд.",1
"15. Люди склонны лучше относиться к уже знакомой музыке. Так называемый «эффект узнавания» говорит о том, что мы предпочитаем те песни, которые мы уже когда-либо слышали. Другими словами, вам нравится какой-то трек не потому, что он хорош, а потому что вы уже с ним знакомы.",1
"16. Великие люди подчас кажутся нам очень странными. Знаменитый композитор Бетховен совершенно не умел умножать. Он также перед тем, как начать сочинять музыку, опускал свою голову в таз с очень холодной водой.",1
"17. Если понизить строй в пианино всего лишь на полтона это изменит общее натяжение струн на 2 тонны, В то же время натяжение всех струн правильного настроенного пианино составляет около 18 тонн.",1
"18. Рэй Чарльз — американский певец, автор более 70 студийных альбомов, поёт в стилях соул, джаз и ритм-энд-блюз. По версии Rolling Stone Рэй Чарльз в 2004 году занимал десятое место в списке «100 величайших исполнителей всех времен», а в 2008 году занял второе место в списке «100 величайших певцов всех времён».",1
"19. Панамский диктатор явно не был фанатом тяжёлой музыки. В 1989 году армия Соединённых Штатов использовала песни группы AC/DC перед посольством Ватикана, где прятался панамский диктатор Норьега — пока тот не сдался спустя сорок восемь часов.",1
"20. Не нравится ремикс на любимый трек? Дело не в том, что он плохо сведён. Как показали исследования, мы предпочитаем оригинальные версии песен не из-за того, что они лучше, а потому что мы услышали их в первую очередь (исследователи заставляли людей дважды оценивать одну и ту же песню, и они всегда выбирали её первый вариант, даже если в нём не было никаких изменений).",1
"21. Владимир Высоцкий — российский бард — не стал мировой знаменитостью, но это не его вина, своим талантом он превосходил многих известных зарубежных певцов того времени. Просто он жил не в то время и не в той стране, виновата та система и те законы в России, при которых он занимался творчеством. Но популярный на родине певец был известен и в других странах.",1
"22. Основанная на математических принципах, музыка невероятна как минимум тем, что волны определённых частот в комбинации создают такие мелодии, которые оказывают на нас самое положительное воздействие.",1
"23. Величайший американский певец Фрэнк Синатра обладал удивительным бархатным тембром голоса, а его природная элегантность, белозубая улыбка, интеллигентные манеры не менее действенно играли на имидж талантливого солиста. В 50-60 годах на вершине своей популярности он был настоящим голосом Америки, и хотя он не совершал музыкальные турне в другие страны, его песнями заслушивались не только в родной стране.",1
"24.Кроме певческой карьеры Фрэнк Синатра снялся в двадцати кинофильмах и даже получил премию «Оскар» за свою первую роль в фильме «Отныне и во веки веков». Этот уникальный певец прожил долгую жизнь, и практически до самого её конца не сходил с музыкального Олимпа, занимаясь творчеством до глубокой старости. Он умер в 1998 году, и в день его смерти в Америке был объявлен национальный траур, все развлекательные программы были отменены, флаги приспущены.",1
"25. Знаменитый пианист из Австрии Пауль Витгенштейн во время Первой Мировой войны потерял свою правую руку. Но это не остановило музыканта, и он продолжил свою концертную карьеру, играя одной рукой. Витгенштейн достиг такого мастерства, что мог легко играть произведения сложные даже для пианистов с двумя руками.",1
"26. Элвис Пресли покорил всех обаянием и голосом, а не умением сочинять лирику. Король рок-н-ролла не написал самостоятельно ни одну из своих песен. Этот талантливый и яркий певец очень быстро приобрёл мировую славу. Но не каждый проходит испытание славой, так случилось и с Пресли. Он умер в 42 года, на вершине своей популярности от передозировки наркотиков. Но, не смотря на то, что певца уже давно нет в этом мире, его песни до сих пор любят, слушают, а дом, где он жил, является местом паломничества для поклонников таланта Элвиса Пресли.",1
"27. Жизнь рок-звёзд чрезвычайно интересна — но и очень трагична. Австралийское исследование показало, что рок-звезды действительно, по большей части, умирают молодыми. Как правило, они покидают этот мир на двадцать пять лет раньше среднестатистического человека.",1
"28. Пол Маккартни — знаменитый британский музыкант, певец, автор песен и композитор. Он в Англии за выдающиеся заслуги в музыкальной области был удостоен звания рыцаря. В 60-70 годы все просто сходили с ума от песен и музыки «ливерпульской четвёрки», или как их называли в России, битлов.",1
"29. Все песни ассоциируются с определёнными событиями и людьми. Любимая песня человека всегда ассоциируется у него с определённым событием в жизни, вызвавшим сильные эмоции.",1
"30. Слово фортепиано, оказывается, произошло от фразы, которой знаменитый изготовитель клавесинов Бартоломео Кристофори окрестил творение своих рук. Изначально это звучало как — piano et forte. В переводе на русский это означает – тихо и громко.",1
"31. Известный скрипач Джошуа Белл, однажды дал согласие принять участие в необычном эксперименте. Он играл на скрипке на протяжении 45 минут на станции метро под видом простого музыканта. Тысяча людей прошла мимо музыканта и только семь из них заинтересовались его музыкой.",1
"32. Существуют цветы-меломаны. Растения, как правило, предпочитают классику. Цветы растут быстрее, если они «прослушивают» музыку.",1
"33. Певица, которую мы знаем как Ани Лорак, получила свой псевдоним во время конкурса «Утренняя Звезда-95». Когда Каролина Куек проходила регистрацию, оказалось, что под именем Каролина уже зарегистрировалась одна российская исполнительница.",1
"34. Робби Уильямс — ещё один популярный британский певец, автор песен, актёр, любимец поклонниц его таланта — Робби Уильямс, мировые продажи альбомов которого превышают 59 миллионов. За необыкновенно бархатный тембр голоса и оригинальную манеру исполнения Элтон Джон назвал певца «Фрэнком Синатрой ХХI века».",1
"35. В апреле 2015 года Робби Уильямс впервые выступал в России, в Санкт-Петербурге. Видимо, российские зрители не разочаровали певца, а Россия показалась ему настолько привлекательной, что снова посетив нашу страну в 2017 году, он заявил, что готов представлять Россию с песней на «Евровидении».",1
"36. Большинство людей знают Энрико Карузо как тенора. Однако знаменитый оперный певец мог использовать свой голос в очень широком диапазоне. Как-то во время исполнения оперы «Богема» композитора Пуччини. Один из басов сказал ему, что потерял голос. Карузо сказал ему молча открывать рот и исполнил арию за него. При этом никто из зрителей не заметил подмены.",1
"37. Музыка влияет на наш мозг — самый продвинутый компьютер на свете. Для того чтобы по-настоящему понять музыку, вам необходимо знать как о сложности физического мира, так и о мельчайших деталях сферы биологии.",1
"38. Если вас тянет выпить, сделайте музыку тише. Громкая музыка может стать причиной желания выпить больше алкоголя за меньшее время.",1
"39. Большую часть дохода получает продюсерский центр. С каждой тысячи долларов, заработанной на продаже своей музыки, музыкант получает в среднем чуть больше двадцати трёх долларов.",1
"40. У знаменитой певицы Мадонны есть люди, которые отвечают, чтобы кто ни будь, не украл ее ДНК. Они тщательно вычищают после нее помещения, следя за тем, чтобы волосы или частички кожи певицы не достались злоумышленникам.",1
41. Витас считается самым популярным русским исполнителем в Китае. Именно это дало ему возможность занять первое место по количеству поклонников в мире.,1
"42. Знаменитая песня «Happy Birthday to You» защищена авторскими правами и приносит владельцу этих прав ни много ни мало 2 миллиона долларов в год. Вы можете спокойно спеть ее своим друзьям или семье, но за более широкое ее использование придется заплатить.",1
"43. Британская армия использовала песни Бритни Спирс для того, чтобы отпугивать сомалийских пиратов. Ради справедливости надо сказать, что песни Бритни вовсе не настолько ужасны.",1
"44. Если кому-то кажется, что он не любит музыку или не понимает её — это означает, что он всего лишь не успел найти своё любимое направление. Не надо бояться открывать для себя новое и экспериментировать со своим музыкальным вкусом.",1
"45. Для того чтобы изобретать гитары, необязательно на них играть. Лео Фендер, изобретатель таких моделей гитар, как Telecaster and the Stratocaster, сам не умел играть на этом инструменте.",1
"46. Кто хоть раз слышал песни и музыкальные композиции Джо Дассена никогда не забудет низкий чарующий голос этого элегантного певца, его задушевную манеру исполнения, когда кажется, что он в своей песне обращается конкретно к тебе. Популярный французский певец американского происхождения прожил яркую, но короткую жизнь, он умер от сердечного приступа всего в 42 года. Но, за неполные 20 лет своей певческой карьеры он издал 20 студийных альбомов, объездил весь мир и его концерты всегда проходили с аншлагом.",1
